---
description: Japanese female given name. Written in kanji, hiragana or a mix — hiragana given names (さくら, ひまり) are common for girls and rare for boys, which is a real pattern in the data rather than an inconsistency.
weighted: true
---
陽菜,1000000
結衣,933032
葵,895958
凛,870550
芽依,851339
結菜,835958
咲良,823171
杏,812252
莉子,802741
心春,794328
花,786793
澪,779977
詩,773758
紬,768045
楓,762765
陽咲,757858
愛,753277
美桜,748984
心,744945
さくら,741134
ひまり,737527
あかり,734104
ゆい,730848
めい,727744
つむぎ,724779
みお,721942
ひなた,719223
こはる,716612
いろは,714101
美咲,711685
優花,709355
彩花,707106
桃花,704934
菜月,702832
遥,700798
千尋,698827
七海,696915
明日香,695058
千夏,693255
恵美,691502
由美,689797
直美,688137
真美,686519
亜美,684943
久美,683405
智美,681905
麻美,680440
裕美,679009
花子,677610
良子,676243
幸子,674905
和子,673596
節子,672314
光子,671058
静子,669828
貞子,668622
春子,667440
秋子,666280
恵子,665142
洋子,664025
明子,662928
京子,661851
順子,660793
悦子,659753
敏子,658731
里子,657726
千代,656738
富美,655766
美穂,654809
香織,653868
綾香,652941
舞,652028
唯,651130
楽,650244
詩織,649372
千秋,648512
麻衣,647665
早苗,646830
里奈,646007
玲奈,645195
沙耶,644394
彩乃,643603
志保,642824
紗希,642054
瑞穂,641295
弥生,640545
美月,639805
琴音,639074
鈴音,638353
心愛,637640
結愛,636936
美結,636240
咲希,635552
有紗,634873
優奈,634202
真央,633538
栞,632882
蛍,632233
茜,631591
菫,630957
椿,630329
桔梗,629709
藤,629095
蘭,628487
梅,627886
桃,627291
