---
description: Khmer family name. Khmer writes the FAMILY NAME FIRST — in Sinn Sisamouth, Sinn is the family name and Sisamouth the given name — so a config that joins given+family in the European order produces an order no Cambodian document uses. These names are ALSO not family names in the European sense: a Cambodian family name is normally the FATHER'S GIVEN NAME, so siblings share it but grandchildren do not, and the same word appears in this list and in the given-name lists. Surnames were made compulsory only in 1910 under the French protectorate. They are almost all monosyllabic and they do NOT inflect for gender, so there is no person/female/lastName.txt — its absence is the design. The weights are a nominal gentle decay, not measured shares: Cambodia publishes no surname census, and the patronymic system keeps the real distribution comparatively FLAT — nothing here behaves like Vietnamese Nguyễn at 38%. Khmer script note for length-limited columns: Khmer holds the Guinness record for the longest alphabet (74 letters) and stacks consonants with the invisible COENG mark U+17D2 — a stacked cluster is base + U+17D2 + subscript, three codepoints that render as ONE visual character. A codepoint count is therefore NOT a visual width, and truncating a Khmer string by codepoint or by UTF-8 byte will cut a cluster in half and produce a dotted-circle box. Size VARCHAR columns generously and truncate on grapheme clusters, never on characters.
locale: km
weighted: true
---
ហ៊ុន,1000000
សេន,933032
ជា,895958
សុខ,870550
កែវ,851339
ហេង,835958
ខៀវ,823171
នួន,812252
លន់,802741
សម,794328
កឹម,786793
ប៉ែន,779977
ស៊ិន,773758
រស់,768045
ប៉ាន់,762765
មាស,757858
ម៉ម,753277
ញឹម,748984
ទេព,744945
ជាម,741134
ថោង,737527
ឧក,734104
យិម,730848
ហួត,727744
ឯង,724779
ទី,721942
ប៊ុត,719223
ប៊ុន,716612
ម៉ៅ,714101
ង៉ែត,711685
ផល,709355
ព្រំ,707106
សាំង,704934
សេង,702832
សុំ,700798
តាំង,698827
ថាច់,696915
វង្ស,695058
យស់,693255
អ៊ុំ,691502
អ៊ិន,689797
អាន,688137
ឆាយ,686519
ឈួន,684943
ឈាង,683405
ឈិម,681905
ជិន,680440
ជុំ,679009
ដួង,677610
ឌី,676243
ហុង,674905
គីម,673596
គង់,672314
ឃួន,671058
ឡាយ,669828
លឹម,668622
ឡុង,667440
ម៉ែន,666280
មុំ,665142
នូ,664025
នី,662928
ប៉េច,661851
ពៅ,660793
ពិន,659753
រិន,658731
សាន,657726
សៅ,656738
ស្រី,655766
សួន,654809
តេង,653868
ទូច,652941
វន់,652028
វុធ,651130
យិន,650244
យូ,649372
ចាន់,648512
ចេង,647665
ចូវ,646830
ហាក់,646007
ហ៊ាន,645195
ហៀង,644394
ហោ,643603
ខាត់,642824
ខេង,642054
គា,641295
គួច,640545
លាង,639805
លី,639074
ម៉ាន,638353
ម៉ី,637640
ណាំ,636936
ប៉ាង,636240
ផាន់,635552
ភី,634873
ព្រាប,634202
រ័ត្ន,633538
ស៊ាន,632882
ស៊ីម,632233
តាន់,631591
ថន,630957
ធី,630329
វ៉ា,629709
យ៉េង,629095
យូន,628487
អ៊ូ,627886
អុង,627291
ឈូក,626702
គុជ,626120
ណុប,625543
ភួង,624972
មួង,624406
លឿន,623847
សាត,623292
ស៊ុន,622743
ស្វាយ,622200
ថាវ,621661
ទុយ,621128
វេង,620600
ឃុន,620076
ជូ,619557
ជុន,619043
ភុន,618534
រុន,618029
លាភ,617529
សៀង,617033
សុទ្ធ,616542
ហ៊ូ,616055
ហ៊ឹម,615572
ឡុច,615093
ឡេង,614618
អ៊ាង,614147
អ៊ូច,613680
អ៊ុយ,613217
ឈិន,612758
ណេត,612303
ពេជ្រ,611851
រ៉ុង,611403
ហាន,610959
ឃីម,610518
សារី,610080
ឈុំ,609646
ឈន់,609215
បាញ់,608788
ម៉ុក,608364
អ៊ុង,607943
