---
description: THE WORD THAT LANDS IN A SURNAME BOX — BURMESE HAS NO SURNAMES AT ALL. This is the most important description in the pack, so read it before using the address. Myanmar has no family names, no patronymics and no clan names. A Burmese name is a single indivisible whole of one to four syllables, chosen for a child and carried for life; it is not inherited from a parent, not shared between siblings, and not changed on marriage. A Myanmar NRC card and a Myanmar passport have ONE name field, because that is how many names there are. THE FILE EXISTS ANYWAY, AND HERE IS WHY. person.lastName is an address every config in this project expects to resolve, and a missing file would fail silently rather than loudly. What it holds is the honest answer to a different question: when a Burmese person is forced onto a foreign First/Last form — an airline booking, a visa application, an international database — the whole name is split, and the LAST element goes in the surname box. So these are the name-final morphemes that end up there: အောင်, ဝင်း, ကျော်, ထွန်း, မြင့်, စိုး, နိုင်, ဇော်, သန်း, ခိုင်. They are real Burmese words and real parts of real names. WHAT A CONFIG JOINING FIRST + LAST ACTUALLY PRODUCES is a name-shaped string that no Burmese document contains, and three consequences follow. Two rows sharing ဝင်း are not related in any way whatsoever — not siblings, not cousins, nothing; the value carries ZERO family information and must never be used to build a household, a lineage or a match key. The value must not be inherited by a second generation. And it must not be joined to person/male/firstName or person/female/firstName expecting a canonical name: those files already hold COMPLETE names, so the join produces a name with an extra syllable stapled on. A config generating Myanmar people should draw ONE value from the firstName files and put it in a single name field. THE WEIGHTS ARE TIERS, NOT MEASUREMENTS: Myanmar publishes no name statistics, and in any case what is being counted here is not a surname distribution but a guess at which syllable ends a name.
locale: my
weighted: true
---
အောင်,1000000
ဝင်း,933032
ကျော်,895958
ထွန်း,870550
မြင့်,851339
စိုး,835958
နိုင်,823171
ဇော်,812252
သန်း,802741
ခိုင်,794328
လွင်,786793
မောင်,779977
သိန်း,773758
ဦး,768045
လင်း,762765
မိုး,757858
ထက်,753277
ဆွေ,748984
မင်း,744945
ကို,741134
ညွန့်,737527
ဌေး,734104
ကြည်,730848
လှ,727744
ဌေးအောင်,724779
သူ,721942
ဝေ,719223
ရီ,716612
စု,714101
နွယ်,711685
မြ,709355
နု,707106
သီတာ,704934
စန္ဒာ,702832
နန္ဒာ,700798
ချော,698827
မွန်,696915
ယု,695058
ဇင်,693255
နှင်း,691502
သန့်,689797
ဟိန်း,688137
ဖြိုး,686519
ပိုင်,684943
ရဲ,683405
ထူး,681905
နေ,680440
တင်,679009
စံ,677610
ဆန်း,676243
ငြိမ်း,674905
ကောင်း,673596
ချမ်း,672314
မျိုး,671058
မြတ်,669828
ပြည့်,668622
သက်,667440
ဟန်,666280
ထင်,665142
ဇာ,664025
