---
address: iceland.geo.postalCode
description: Icelandic postal codes — three digits, no letters, introduced in 1977, and the ONLY part of an Icelandic address that behaves like a code. Every value here is a real code from Iceland Post's own register (postur.is/gogn/Gotuskra/postnumer.txt), and each is weighted by the number of people registered in it on 1 January 2026, Statistics Iceland table MAN03200, so the draw lands where Icelanders actually live: 105 Reykjavík (19,383) and 200 Kópavogur (20,561) come up constantly and 715 Mjóifjörður (14) almost never. The first digit runs roughly CLOCKWISE around the island starting from Reykjavík — 1 the capital, 2 the southwest peninsulas, 3 the west, 4 the Westfjords, 5 the northwest, 6 the northeast around Akureyri, 7 the east, 8 the south, 9 the Westman Islands — which is why 400 (Ísafjörður) and 800 (Selfoss) are on opposite sides of the country though both are two hours from Reykjavík. The even hundreds and the -50/-60 codes are the towns; a code one higher than a town code (301, 641, 851) is that town's RURAL delivery round, which is why 851 Hella has more people (1,167) than 850 Hella (1,074): the farms outnumber the village. Excluded on purpose: the eighteen PO-box-only ranges the register marks Pósthólf (121-132, 202, 212, 222, 232, 302, 602, 802, 902), the corporate ranges 150 and 155, and codes with no residents at all — 235 Keflavíkurflugvöllur, the airport, and 522/523 in Árneshreppur. A code alone is not an address line: the line is the code followed by the place name IN THE DATIVE CASE, which is a different string from the town's name, and iceland.geo.postalLine carries the pair already joined.
weighted: true
---
101,16382
102,3915
103,3082
104,11342
105,19383
107,9029
108,13877
109,12760
110,13950
111,9523
112,16532
113,8883
116,547
150,113
161,16
162,470
170,4609
190,1818
191,78
200,20561
201,10873
203,8794
206,58
210,17776
220,17887
221,14511
225,2948
230,9569
233,125
240,807
241,12
245,2229
246,46
250,1879
251,78
260,8652
262,4351
270,13275
271,497
276,327
300,8435
301,810
310,2261
311,1446
320,447
340,1224
341,76
342,119
345,8
350,815
351,42
355,978
356,182
360,509
370,243
371,410
380,126
381,109
400,2824
401,42
410,213
415,985
416,18
420,174
421,5
425,224
426,50
430,301
431,17
450,716
451,89
460,225
461,11
465,237
466,19
470,287
471,62
500,171
510,310
511,122
512,10
520,82
524,60
530,610
531,424
540,854
541,444
545,440
546,63
550,2672
551,583
560,166
561,570
565,164
566,95
570,112
580,1159
581,9
600,12696
601,52
603,7372
604,937
605,1164
606,517
607,132
610,294
611,52
616,79
620,1406
621,519
625,777
626,24
630,159
640,2413
641,686
645,98
650,128
660,594
670,126
671,199
675,166
676,10
680,340
681,124
685,65
686,13
690,502
691,131
700,3183
701,838
710,657
711,9
715,14
720,98
721,29
730,1450
731,10
735,1063
736,5
740,1505
741,57
750,707
751,42
755,167
756,2
760,153
761,53
765,406
766,116
780,1813
781,577
785,241
800,10993
801,567
803,725
804,660
805,651
806,1165
810,3344
815,2316
816,591
820,613
825,528
840,280
845,510
846,402
850,1074
851,1167
860,1181
861,991
870,740
871,264
880,227
881,424
900,4518
