---
address: uzbekistan.vehicle.plateRegionCode
description: The two-digit region code that opens an Uzbek number plate, in the series in force since 2008. Every code from 01 to 99 is in use, allocated in BLOCKS rather than one per region, and the block sizes are the giveaway: Toshkent shahri holds 01-09, Toshkent viloyati 10-19, Samarqand 30-39, Fargʻona 40-49, Namangan 50-59 and Andijon 60-69 get ten codes each, while Sirdaryo 20-24, Jizzax 25-29, Qashqadaryo 70-74, Surxondaryo 75-79, Buxoro 80-84, Navoiy 85-89, Xorazm 90-94 and Qoraqalpogʻiston 95-99 get five. So a range check on the leading pair works in Uzbekistan, unlike Armenia, but the ranges are of two different widths and a rule of "code div 10 gives the region" is wrong for eight of the fourteen. THE CODES CHANGED IN 2008 and both series are still on the road on older cars: before then each region had ONE code, 10 and 30 for Tashkent city, 11 for Tashkent region, up to 23 for Qoraqalpogʻiston, and those old numbers survive as the region prefix of the postal code (see uzbekistan.geo.regionCode). So 11 means Tashkent region on a pre-2008 plate and Tashkent CITY on a post-2008 one, and the same two digits on an address mean Tashkent region again. The weights here are DERIVED, not measured: each region population divided evenly across its block, so a draw puts roughly the right share of vehicles in each region. There is no published plate count per region; if a config needs real vehicle density it has to supply it. Source: the plate allocation table for Uzbekistan on Wikipedia, weighted by the 2026 census.
weighted: true
---
01,358315
02,358315
03,358315
04,358315
05,358315
06,358315
07,358315
08,358315
09,358315
10,376309
11,376309
12,376309
13,376309
14,376309
15,376309
16,376309
17,376309
18,376309
19,376309
20,190872
21,190872
22,190872
23,190872
24,190872
25,304811
26,304811
27,304811
28,304811
29,304811
30,440457
31,440457
32,440457
33,440457
34,440457
35,440457
36,440457
37,440457
38,440457
39,440457
40,423891
41,423891
42,423891
43,423891
44,423891
45,423891
46,423891
47,423891
48,423891
49,423891
50,314916
51,314916
52,314916
53,314916
54,314916
55,314916
56,314916
57,314916
58,314916
59,314916
60,353177
61,353177
62,353177
63,353177
64,353177
65,353177
66,353177
67,353177
68,353177
69,353177
70,738464
71,738464
72,738464
73,738464
74,738464
75,596816
76,596816
77,596816
78,596816
79,596816
80,420974
81,420974
82,420974
83,420974
84,420974
85,236918
86,236918
87,236918
88,236918
89,236918
90,428149
91,428149
92,428149
93,428149
94,428149
95,429986
96,429986
97,429986
98,429986
99,429986
