---
description: Chinese male given name (名), one or two characters, written straight after the family name with no space: 王 + 志强 = 王志强. Unlike European given names this is NOT drawn from a closed inherited set — a Chinese given name is COMPOSED by the parents from characters chosen for their meaning, so this list is a sample of common results, not the whole space. To compose one the way the language actually does, draw one or two values from zh-cn.person.male.nameChar instead. The generational split is real: 建国 卫东 爱国 belong to people born in the 1950s-70s, 浩宇 子轩 一诺 to children born after 2010. Weights use the project's default decay because Chinese given names are genuinely diffuse — no single given name reaches 1% of the population, the opposite of the surnames.
locale: zh-cn
weighted: true
---
伟,1000000
强,933032
磊,895958
军,870550
勇,851339
涛,835958
明,823171
超,812252
刚,802741
平,794328
辉,786793
鹏,779977
飞,773758
波,768045
斌,762765
宇,757858
浩,753277
峰,748984
亮,744945
俊,741134
旭,737527
杰,734104
鑫,730848
睿,727744
健,724779
龙,721942
兵,719223
锋,716612
帅,714101
阳,711685
志强,709355
志明,707106
志刚,704934
志伟,702832
建国,700798
建华,698827
建军,696915
建平,695058
建强,693255
国强,691502
国栋,689797
卫东,688137
爱国,686519
文彬,684943
文昊,683405
海涛,681905
晓明,680440
晓东,679009
永强,677610
立国,676243
立诚,674905
佳明,673596
嘉伟,672314
嘉懿,671058
家豪,669828
天佑,668622
泽宇,667440
泽洋,666280
雨泽,665142
明轩,664025
昊然,662928
子墨,661851
子轩,660793
沐宸,659753
浩宇,658731
浩然,657726
奕辰,656738
宇轩,655766
宇泽,654809
俊杰,653868
俊宇,652941
皓轩,652028
思远,651130
睿渊,650244
鹏飞,649372
晋鹏,648512
天磊,647665
绍辉,646830
越泽,646007
峻熙,645195
靖琪,644394
明诚,643603
高朗,642824
修杰,642054
振宇,641295
振华,640545
承宇,639805
承志,639074
世豪,638353
少华,637640
少杰,636936
冠霖,636240
冠宇,635552
铭轩,634873
铭泽,634202
一鸣,633538
一诺,632882
亦辰,632233
梓豪,631591
梓睿,630957
逸辰,630329
博文,629709
博涛,629095
博涵,628487
智宇,627886
智轩,627291
楷瑞,626702
若飞,626120
雨轩,625543
云飞,624972
天宇,624406
天翔,623847
星宇,623292
航宇,622743
立轩,622200
