---
description: Chinese female given name (名), one or two characters, written straight after the family name with no space: 李 + 秀英 = 李秀英. Composed rather than inherited — see zh-cn.person.female.nameChar for the characters names are built from. Chinese given names are less strictly gendered than European ones, so a handful of values (一诺, 子涵, 欣) deliberately appear on the male list too; the strongly female characters are 芳 娟 婷 丽 秀 玉 梅 兰. The generational split is visible here as well: 秀英 桂兰 凤英 are the grandmothers, 梓涵 雨萱 一诺 the granddaughters.
locale: zh-cn
weighted: true
---
芳,1000000
娜,933032
敏,895958
静,870550
丽,851339
娟,835958
英,823171
慧,812252
燕,802741
霞,794328
玲,786793
丹,779977
萍,773758
红,768045
婷,762765
雪,757858
倩,753277
悦,748984
洁,744945
颖,741134
琳,737527
莉,734104
秀,730848
珍,727744
兰,724779
梅,721942
瑶,719223
洋,716612
欣,714101
妍,711685
桂英,709355
秀英,707106
秀兰,704934
秀芳,702832
秀珍,700798
玉兰,698827
玉梅,696915
玉华,695058
桂兰,693255
桂香,691502
凤英,689797
春花,688137
淑英,686519
淑芬,684943
淑华,683405
丽娟,681905
丽华,680440
丽萍,679009
美玲,677610
美华,676243
红梅,674905
小红,673596
小燕,672314
晓燕,671058
晓红,669828
晓萍,668622
婷婷,667440
芳芳,666280
燕燕,665142
敏敏,664025
梦琪,662928
欣怡,661851
雨萱,660793
雨桐,659753
雨欣,658731
梓涵,657726
子涵,656738
佳怡,655766
佳琪,654809
思彤,653868
思琪,652941
晨曦,652028
妍希,651130
可欣,650244
雅琪,649372
雅静,648512
雅雯,647665
依诺,646830
若溪,646007
若曦,645195
芷晴,644394
语汐,643603
语嫣,642824
诗涵,642054
欣妍,641295
静怡,640545
慧敏,639805
昕怡,639074
心怡,638353
嘉怡,637640
婉清,636936
舒涵,636240
沐瑶,635552
梦洁,634873
语薇,634202
紫萱,633538
一诺,632882
忆梅,632233
月婵,631591
香茹,630957
漫妮,630329
灵雨,629709
芸熙,629095
熙媛,628487
悦琳,627886
蕊涵,627291
韵涵,626702
咏梅,626120
冬梅,625543
春燕,624972
秋月,624406
素芬,623847
惠芳,623292
