---
description: Japanese male given name, written in kanji. The reading is not recoverable from the characters: 大翔 is read Hiroto, Yamato, Taiga or Haruto depending on the family.
weighted: true
---
大翔,1000000
蓮,933032
陽翔,895958
悠真,870550
湊,851339
樹,835958
蒼,823171
律,812252
湊斗,802741
朝陽,794328
碧,786793
澪,779977
陽向,773758
大和,768045
悠人,762765
颯太,757858
陽太,753277
新,748984
結翔,744945
大輝,741134
翔太,737527
拓海,734104
健太,730848
亮,727744
涼太,724779
悠斗,721942
海斗,719223
陸,716612
空,714101
翔,711685
駿,709355
響,707106
奏太,704934
咲太,702832
一颯,700798
大地,698827
太陽,696915
陽斗,695058
悠,693255
匠,691502
迅,689797
隼人,688137
遼,686519
蒼真,684943
玲,683405
慶,681905
諒,680440
楓,679009
樹輝,677610
太郎,676243
次郎,674905
三郎,673596
一郎,672314
健一,671058
健二,669828
誠,668622
修,667440
学,666280
実,665142
豊,664025
清,662928
勇,661851
進,660793
明,659753
稔,658731
昭,657726
弘,656738
博,655766
茂,654809
浩,653868
隆,652941
徹,652028
剛,651130
淳,650244
猛,649372
武,648512
稲,647665
力,646830
治,646007
和夫,645195
正夫,644394
昭夫,643603
幸雄,642824
秀雄,642054
義雄,641295
政雄,640545
春雄,639805
冬樹,639074
夏樹,638353
和彦,637640
康彦,636936
直彦,636240
俊彦,635552
忠彦,634873
良彦,634202
信彦,633538
敏彦,632882
英彦,632233
教彦,631591
翔平,630957
圭介,630329
大介,629709
竜也,629095
拓也,628487
哲也,627886
直也,627291
智也,626702
康平,626120
陽介,625543
慎太郎,624972
総一郎,624406
龍之介,623847
新之助,623292
与一,622743
佐吉,622200
弥生,621661
幸助,621128
甚平,620600
源蔵,620076
