---
description: Korean female given name, in hangul. Some names — 지원, 하윤, 서율 — are carried by both genders, so this list overlaps slightly with the male one by design.
weighted: true
---
서윤,1000000
서연,933032
지우,895958
서현,870550
하은,851339
하윤,835958
민서,823171
지유,812252
윤서,802741
채원,794328
수아,786793
지아,779977
지윤,773758
다은,768045
은서,762765
예은,757858
수빈,753277
소율,748984
지원,744945
예린,741134
지민,737527
유진,734104
하린,730848
시아,727744
나윤,724779
서아,721942
아린,719223
예나,716612
채아,714101
다인,711685
가은,709355
소윤,707106
유나,704934
아윤,702832
지안,700798
하율,698827
서율,696915
다연,695058
예서,693255
시은,691502
영희,689797
순자,688137
미영,686519
정숙,684943
경숙,683405
은정,681905
지영,680440
현정,679009
미경,677610
수진,676243
혜진,674905
소연,673596
은영,672314
다혜,671058
세영,669828
아름,668622
보람,667440
슬기,666280
하나,665142
새봄,664025
가영,662928
나영,661851
다영,660793
라온,659753
미소,658731
별아,657726
봄이,656738
사랑,655766
새롬,654809
소망,653868
연희,652941
예솔,652028
유리,651130
은비,650244
이슬,649372
자연,648512
주희,647665
지혜,646830
진아,646007
초롱,645195
하늘,644394
한별,643603
해솔,642824
현아,642054
혜원,641295
희수,640545
나래,639805
노을,639074
다올,638353
마루,637640
바다,636936
봄날,636240
시내,635552
아라,634873
여울,634202
온새미,633538
이든,632882
초아,632233
푸른,631591
한솔,630957
