---
description: Vietnamese male given name (tên). In a Vietnamese full name this comes LAST and is the name a person is actually called by: Nguyễn Văn An is addressed as An. Vietnamese given names are largely unisex, so this list deliberately OVERLAPS with the other gender's: Anh, Minh, Ngọc, Thanh and Xuân are all carried by men and women alike. What marks gender in a Vietnamese name is the MIDDLE name — Văn for men, Thị for women — not the given name, so a config that needs a gendered name must draw the middle name too.
weighted: true
---
An,1000000
Anh,933032
Bảo,895958
Bình,870550
Cường,851339
Chiến,835958
Danh,823171
Dũng,812252
Duy,802741
Đại,794328
Đạt,786793
Đức,779977
Giang,773758
Hà,768045
Hải,762765
Hiếu,757858
Hoàng,753277
Hùng,748984
Huy,744945
Khang,741134
Khánh,737527
Khoa,734104
Kiên,730848
Kiệt,727744
Lâm,724779
Linh,721942
Long,719223
Lộc,716612
Mạnh,714101
Minh,711685
Nam,709355
Nghĩa,707106
Ngọc,704934
Nguyên,702832
Nhân,700798
Nhật,698827
Phong,696915
Phú,695058
Phúc,693255
Phương,691502
Quang,689797
Quân,688137
Quốc,686519
Quyền,684943
Sang,683405
Sơn,681905
Tài,680440
Tâm,679009
Tân,677610
Thắng,676243
Thành,674905
Thái,673596
Thiện,672314
Thịnh,671058
Thuận,669828
Tiến,668622
Tín,667440
Toàn,666280
Trí,665142
Trung,664025
Trường,662928
Tuấn,661851
Tùng,660793
Tú,659753
Vinh,658731
Việt,657726
Vũ,656738
Vương,655766
Xuân,654809
Ý,653868
Bách,652941
Bằng,652028
Cảnh,651130
Cát,650244
Chánh,649372
Chương,648512
Công,647665
Cửu,646830
Diệp,646007
Doanh,645195
Dương,644394
Đăng,643603
Đạo,642824
Điền,642054
Đình,641295
Đông,640545
Đồng,639805
Đương,639074
Hạo,638353
Hào,637640
Hiển,636936
Hòa,636240
Hoan,635552
Học,634873
Hồng,634202
Hưng,633538
Hữu,632882
Khải,632233
Khiêm,631591
Khôi,630957
Kỳ,630329
Lập,629709
Lễ,629095
Liêm,628487
Lợi,627886
Luân,627291
Lực,626702
Lượng,626120
Mẫn,625543
Nghị,624972
Nghiêm,624406
Ngôn,623847
Nhã,623292
Nhiên,622743
Ninh,622200
Phát,621661
Phi,621128
Pháp,620600
Quí,620076
Quyết,619557
Sáng,619043
Sinh,618534
Tạo,618029
Thạch,617529
Thảo,617033
Thâm,616542
Thế,616055
Thiên,615572
Thiết,615093
Thọ,614618
Thông,614147
Thư,613680
Thuyết,613217
Tiềm,612758
Tiệp,612303
Tòng,611851
Trác,611403
Trân,610959
Triết,610518
Triều,610080
Trọng,609646
Tuân,609215
Tuệ,608788
Tường,608364
Uy,607943
Vạn,607525
Văn,607111
Viễn,606699
Vĩnh,606291
Vượng,605885
Xương,605483
Yên,605083
