---
address: nepal.phoneAreaCode
description: Nepali landline STD codes, weighted so that the draw looks like the real distribution of fixed lines rather than like an even spread over districts. The code is written here WITHOUT the leading trunk zero, which is how it appears in an international number (+977 1 …); Nepali domestic usage dials 01, 021, 061 and so on. The mapping, which is the reason this file exists — 1 Kathmandu, Lalitpur, Bhaktapur and the rest of the valley (a single one-digit code for the whole capital region, which is why a Kathmandu landline has SEVEN subscriber digits and everywhere else has six); 10 Nuwakot, Dhading, Rasuwa; 11 Banepa and Kavrepalanchok; 13 Khotang; 21 Biratnagar and Morang; 23 Jhapa — Damak, Birtamod, Bhadrapur; 24 Panchthar and Taplejung; 25 Dharan, Itahari, Sunsari; 26 Dhankuta and Terhathum; 27 Ilam; 29 Bhojpur and Sankhuwasabha; 31 Rajbiraj and Saptari; 33 Lahan and Siraha; 35 Udayapur and Gaighat; 36 Khotang; 37 Okhaldhunga; 41 Janakpur and Dhanusha; 44 Jaleshwar and Mahottari; 46 Malangwa and Sarlahi; 47 Sindhuli; 48 Ramechhap; 49 Dolakha and Charikot; 51 Birgunj and Bara; 53 Kalaiya and Simara; 55 Gaur and Rautahat; 56 Bharatpur and Chitwan; 57 Hetauda and Makwanpur; 61 Pokhara and Kaski; 63 Syangja; 64 Gorkha; 65 Damauli and Tanahun; 66 Besisahar and Lamjung; 67 Kusma and Parbat; 68 Baglung; 69 Beni and Myagdi; 71 Butwal, Bhairahawa and Rupandehi; 75 Tansen and Palpa; 76 Taulihawa and Kapilvastu; 77 Sandhikharka and Arghakhanchi; 78 Nawalparasi and Parasi; 79 Gulmi; 81 Nepalgunj and Banke; 82 Ghorahi, Tulsipur and Dang; 83 Surkhet; 84 Gulariya and Bardiya; 91 Dhangadhi, Tikapur and Kailali; 93 Darchula; 94 Dipayal and Doti; 96 Dadeldhura; 97 Achham; 99 Mahendranagar and Kanchanpur. Codes cover DISTRICTS rather than the seven provinces, and they were allotted long before the provinces existed, so a Nepali phone code says nothing about which province a subscriber is in and cannot be joined to nepal.geo.province. Several districts share a code and a few districts appear under two, which is why this is not a one-to-one map onto nepal.geo.district either.
weighted: true
---
1,300
21,60
61,60
71,50
56,40
25,40
23,40
41,30
51,30
57,30
81,30
91,30
82,20
27,20
33,20
53,15
55,12
63,12
64,12
65,12
66,12
67,10
68,12
69,10
75,15
76,10
77,10
78,15
79,10
83,15
84,12
93,8
94,10
96,8
97,8
99,15
24,10
26,10
29,10
31,12
35,10
36,8
37,8
44,10
46,10
47,10
48,8
49,8
10,12
11,12
13,8
