---
description: Japanese family name, written in kanji and roughly frequency-ordered. Japanese writes the family name FIRST: 山田 太郎 is Mr Yamada, not Mr Tarō. Note that the reading is NOT recoverable from the kanji — 東 alone can be Azuma, Higashi or Higashiyama, and only the bearer knows which. A config that needs a romanised name cannot derive one from this list.
weighted: true
---
佐藤,1000000
鈴木,933032
高橋,895958
田中,870550
伊藤,851339
渡辺,835958
山本,823171
中村,812252
小林,802741
加藤,794328
吉田,786793
山田,779977
佐々木,773758
山口,768045
松本,762765
井上,757858
木村,753277
林,748984
斎藤,744945
清水,741134
山崎,737527
中島,734104
池田,730848
阿部,727744
橋本,724779
山下,721942
森,719223
石川,716612
前田,714101
小川,711685
藤田,709355
岡田,707106
後藤,704934
長谷川,702832
石井,700798
村上,698827
近藤,696915
坂本,695058
遠藤,693255
青木,691502
藤井,689797
西村,688137
福田,686519
太田,684943
三浦,683405
藤原,681905
岡本,680440
松田,679009
中川,677610
中野,676243
原田,674905
小野,673596
田村,672314
竹内,671058
金子,669828
和田,668622
中山,667440
石田,666280
上田,665142
森田,664025
原,662928
柴田,661851
酒井,660793
工藤,659753
横山,658731
宮崎,657726
宮本,656738
内田,655766
高木,654809
谷口,653868
安藤,652941
大野,652028
丸山,651130
今井,650244
河野,649372
藤本,648512
村田,647665
武田,646830
上野,646007
杉山,645195
増田,644394
小島,643603
平野,642824
大塚,642054
千葉,641295
久保,640545
松井,639805
岩崎,639074
桜井,638353
木下,637640
野口,636936
松尾,636240
菊地,635552
野村,634873
新井,634202
渡部,633538
田口,632882
小山,632233
高田,631591
石橋,630957
中西,630329
服部,629709
星野,629095
大西,628487
菅原,627886
吉川,627291
飯田,626702
土屋,626120
三宅,625543
望月,624972
関,624406
中田,623847
荒木,623292
若林,622743
岡崎,622200
川口,621661
平田,621128
川崎,620600
大久保,620076
森本,619557
本田,619043
深沢,618534
内藤,618029
熊谷,617529
松岡,617033
川上,616542
西田,616055
菅野,615572
白石,615093
早川,614618
市川,614147
岩田,613680
片山,613217
浜田,612758
福島,612303
川村,611851
篠原,611403
小池,610959
榎本,610518
大島,610080
黒田,609646
宮田,609215
松浦,608788
沢田,608364
河合,607943
吉岡,607525
秋山,607111
安田,606699
小田,606291
杉本,605885
高山,605483
三谷,605083
岡,604687
河村,604293
田島,603902
大石,603514
山内,603128
荻野,602745
堀,602365
山中,601988
西川,601613
佐野,601240
松村,600870
池上,600503
立花,600138
尾崎,599776
島田,599416
東,599058
南,598702
北,598349
浅野,597998
天野,597650
荒井,597303
有田,596959
飯塚,596617
池谷,596277
石原,595940
泉,595604
板垣,595270
稲垣,594939
今村,594609
岩本,594282
上原,593956
宇野,593633
江藤,593311
大橋,592991
大森,592673
岡野,592357
奥村,592043
尾形,591731
織田,591420
小沢,591112
柏木,590805
梶原,590499
片岡,590196
桂,589894
加納,589594
神谷,589295
鎌田,588999
亀井,588704
